temperature;pressure [Pa];uptake [mol/g];min pressure [Pa];max pressure [Pa];min uptake [mol/g];max uptake [mol/g];langmuir K;langmuir qsat;langmuir K error;langmuir qsat error;sips_K
273;[3790160.0, 5078840.0, 5584120.0, 6114750.0, 6594760.0, 7100040.0, 7580230.0, 8136040.0, 8641410.0, 9146860.0, 9627050.0];[0.151089, 0.12039, 0.349732, 0.337091, 0.567036, 0.796378, 0.54356, 0.771698, 0.759659, 0.506239, 0.25342];3790160;9627050;0.12039;0.796378;2.69E-08;3.003909577;4.41E-07;37.33667243;1.00E-06
298;[67888.1, 135654.0, 186693.0, 254398.0, 322102.0, 541881.0, 660196.0, 997556.0, 1300850.0, 1620740.0, 1957310.0, 2293740.0, 2613330.0, 2949650.0, 3269180.0, 3588650.0, 3924900.0, 4244310.0, 4580560.0, 4899910.0, 5236170.0, 5555570.0, 5874860.0, 6210930.0];[2.18978, 4.0146, 6.0219, 7.66423, 9.30657, 13.8686, 16.2409, 20.9854, 24.2701, 27.0073, 29.3796, 31.3869, 33.2117, 34.854, 36.4964, 37.9562, 39.4161, 40.6934, 42.1533, 43.2482, 44.708, 45.9854, 46.8978, 47.8102];67888.1;6210930;2.18978;47.8102;4.86E-07;61.41270935;2.60E-08;1.230064189;1.00E-06
298;[641560.0, 890290.0, 1152160.0, 1401040.0, 1662950.0, 1911730.0, 2173650.0, 2409330.0, 2671150.0, 2919940.0, 3181810.0, 3430580.0, 3692500.0, 3941230.0, 4203100.0, 4451830.0, 4700650.0];[0.364964, 0.364964, 0.547445, 1.09489, 1.45985, 1.64234, 2.0073, 2.18978, 2.18978, 2.37226, 2.55474, 2.73723, 3.10219, 3.10219, 3.28467, 3.28467, 3.64964];641560;4700650;0.364964;3.64964;2.08E-08;41.04390028;7.93E-08;138.6914423;1.00E-06
298;[78833.2, 969027.0, 4032440.0, 5001180.0, 6022380.0, 7043390.0, 8038310.0];[0.547445, 0.547445, 0.729927, 0.729927, 0.912409, 0.729927, 0.729927];78833.2;8038310;0.547445;0.912409;3.10E-05;0.740748112;0.000217414;0.429272329;1.00E-06
298;[1670430.0, 3139340.0, 3974660.0, 5040390.0, 6220980.0, 7315620.0, 8410030.0, 8957340.0, 9533250.0, 10080500.0, 10627700.0];[0.0, 0.182482, 0.364964, 0.547445, 0.182482, 0.547445, 0.547445, 0.729927, 0.547445, 0.547445, 0.547445];1670430;10627700;0;0.729927;4.94E-08;1.801842152;5.04E-07;12.05490696;1.00E-06
77;[229.475, 229.475, 1230.58, 5521.0, 14387.9, 26544.1, 37985.3, 49998.5, 61439.6, 70163.5, 76170.1, 82176.7, 87468.2, 92902.7, 96764.1, 97622.2, 99195.4];[4.56951, 11.7774, 16.5827, 20.1867, 23.9623, 28.7675, 32.7147, 37.8632, 44.8995, 53.1372, 60.8599, 73.2164, 86.6025, 105.48, 118.695, 129.164, 137.916];229.475;99195.4;4.56951;137.916;3.78E-05;100;1.55E-06;1.200160188;1.00E-06
273;[1266.08, 4223.83, 7463.26, 11266.1, 16477.3, 22533.7, 28308.3, 34223.8, 40280.2, 46336.5, 53097.1, 58449.2, 64787.2, 70702.7, 76899.9, 82956.2, 89012.6, 95068.9, 100984.0, 104224.0];[2.19779, 6.53582, 9.57807, 11.6626, 13.9161, 16.1696, 18.0288, 19.7753, 21.1274, 22.4231, 23.7753, 24.733, 25.9724, 26.8738, 27.8879, 28.7893, 29.8034, 30.7612, 31.6626, 32.1696];1266.08;104224;2.19779;32.1696;3.01E-05;40.35836611;2.56E-06;1.256458639;1.00E-06
273;[1829.46, 4082.98, 8167.49, 12956.2, 19012.6, 25068.9, 31406.9, 37181.6, 46477.3, 55632.3, 65068.9, 73660.4, 83097.1, 92392.8, 100984.0, 104083.0];[2.02878, 4.90202, 7.43723, 10.3105, 12.902, 14.9302, 16.6767, 18.3668, 20.564, 22.4231, 24.226, 25.9161, 27.4936, 29.071, 30.4231, 30.8738];1829.46;104083;2.02878;30.8738;2.06E-05;43.78314747;2.10E-06;1.976022101;1.00E-06
273;[4082.98, 9998.48, 16195.7, 21829.5, 28026.6, 37604.1, 46477.3, 55632.3, 64787.2, 74223.8, 82956.2, 92252.0, 98449.2, 104083.0];[4.22596, 7.77526, 10.4231, 12.5077, 14.4795, 16.7893, 18.7612, 20.395, 22.0288, 23.5499, 24.8457, 26.1415, 27.0429, 27.9443];4082.98;104083;4.22596;27.9443;2.06E-05;39.59150389;2.45E-06;2.05792004;1.00E-06
273;[1125.24, 8167.49, 16195.7, 22111.2, 28308.3, 37181.6, 46336.5, 55350.6, 64646.4, 73660.4, 82956.2, 91970.3, 98026.6, 104083.0];[2.19779, 7.15554, 10.2541, 12.1696, 13.8034, 15.8316, 17.6344, 19.0992, 20.564, 22.0288, 23.2119, 24.395, 25.24, 25.9724];1125.24;104083;2.19779;25.9724;2.28E-05;35.66751604;2.92E-06;1.905434798;1.00E-06
273;[1125.24, 7885.8, 13097.1, 19294.3, 28308.3, 37322.4, 46336.5, 55773.1, 64646.4, 74083.0, 82956.2, 92111.2, 98167.5, 104224.0];[2.19779, 5.85976, 7.8316, 9.63441, 11.5499, 13.1274, 14.6485, 15.8316, 16.902, 17.9724, 18.8738, 19.8879, 20.395, 20.9584];1125.24;104224;2.19779;20.9584;2.69E-05;27.4350857;4.14E-06;1.622140085;1.00E-06
273;[6899.88, 15914.0, 22111.2, 28026.6, 33942.1, 43519.6, 52674.5, 61688.6, 70702.7, 79857.6, 89435.1, 94787.2, 101125.0, 104083.0];[1.9161, 4.00061, 5.29638, 6.36681, 7.43723, 9.07103, 10.6485, 12.0569, 13.5217, 14.9302, 16.5077, 17.4091, 18.4231, 18.7612];6899.88;104083;1.9161;18.7612;3.40E-06;71.03507359;1.47E-06;24.05370148;1.00E-06
273;[4223.83, 9998.48, 16195.7, 25068.9, 31406.9, 37181.6, 46195.7, 55632.3, 61829.5, 70843.5, 80139.3, 86054.8, 92252.0, 98026.6, 104506.0];[0.676666, 1.69075, 2.70484, 4.11329, 5.12737, 5.9161, 7.21188, 8.56399, 9.52174, 10.7612, 12.226, 12.9584, 13.9161, 14.7612, 15.7189];4223.83;104506;0.676666;15.7189;1.74E-06;100;1.58E-06;79.7552265;1.00E-06
273;[2252.0, 6618.19, 16054.8, 25350.6, 34505.5, 43519.6, 52674.5, 61829.5, 70984.4, 79998.5, 89153.4, 98167.5, 104365.0];[0.958356, 2.19779, 3.77526, 5.12737, 6.25413, 7.26822, 8.16962, 9.12737, 9.80343, 10.7048, 11.3809, 12.0006, 12.6203];2252;104365;0.958356;12.6203;1.10E-05;22.90577001;3.99E-06;4.645269294;1.00E-06
273;[7181.57, 13237.9, 22392.8, 30984.4, 40702.7, 46618.2, 52815.4, 58730.9, 65491.4, 70561.9, 76899.9, 83097.1, 89153.4, 95209.7, 100984.0, 104224.0];[0.169624, 0.113286, 0.2823, 0.394976, 0.451314, 0.507652, 0.620328, 0.733004, 0.902018, 0.958356, 1.01469, 1.24005, 1.24005, 1.35272, 1.52174, 1.52174];7181.57;104224;0.113286;1.52174;1.40E-07;99.99999952;1.25E-05;8809.106766;1.00E-06
77;[86.5, 229.475, 2517.7, 5950.05, 11670.6, 20966.5, 34123.9, 45994.1, 55719.0, 65444.0, 71593.6, 77743.2, 87182.2, 93331.8, 97050.2, 99624.4, 99624.4];[24.3055, 39.0646, 44.8995, 48.6751, 53.3088, 57.9425, 62.4045, 65.8368, 67.7246, 70.9854, 72.7015, 74.9325, 80.0811, 85.5728, 90.2065, 96.8995, 105.137];86.5;99624.4;24.3055;105.137;0.002844513;73.87983757;0.000129332;0.274656116;9.985622706
77;[86.5, 86.5, 1945.65, 11670.6, 22110.7, 28975.3, 42847.7, 52715.7, 59437.4, 68447.3, 78172.3, 83749.8, 90328.5, 93617.8, 96907.1, 99767.4];[19.6718, 32.1999, 37.6916, 46.1009, 50.5629, 52.7939, 55.3682, 56.9128, 58.2857, 60.6883, 64.2923, 66.8665, 72.1867, 76.3055, 83.1702, 99.817];86.5;99767.4;19.6718;99.817;0.005983231;63.86970161;0.000294151;0.274270665;9.939643476
77;[229.475, 372.489, 1945.65, 10240.5, 22825.7, 35554.0, 43133.8, 52715.7, 65444.0, 71450.6, 77600.2, 84321.9, 90471.5, 93331.8, 96907.1, 99767.4];[20.0151, 27.223, 37.0052, 44.3847, 48.8467, 52.4507, 54.1669, 56.0547, 58.8005, 60.1735, 62.2329, 65.1504, 69.6124, 73.388, 79.5662, 96.5563];229.475;99767.4;20.0151;96.5563;0.000984382;64.86494293;4.72E-05;0.302905585;1.00E-06
77;[86.5, 2946.75, 9811.43, 19250.4, 28260.3, 37556.2, 46995.2, 55576.0, 62297.7, 69162.4, 76456.1, 81890.6, 87611.2, 90757.5, 93760.8, 95477.0, 97336.2, 97479.2, 98337.3, 99338.4];[2.68173, 3.88305, 4.91275, 6.11407, 6.4573, 7.14377, 7.65862, 8.34509, 9.03156, 9.88965, 10.7477, 13.1504, 17.6124, 22.2461, 30.3121, 38.7213, 53.652, 58.6289, 71.3286, 96.7279];86.5;99338.4;2.68173;96.7279;5.86E-06;99.9999999;8.62E-07;9.924791404;1.03E-06
77;[86.5, 86.5, 944.547, 5664.02, 14530.9, 26258.1, 35268.0, 47138.2, 58436.3, 67446.2, 76313.1, 84893.9, 90900.5, 93760.8, 96049.1, 98909.3];[4.56951, 16.7543, 21.9028, 25.6784, 29.6256, 33.916, 36.4903, 39.5794, 44.2131, 46.959, 51.0778, 55.3682, 61.2032, 64.2923, 72.8731, 85.4012];86.5;98909.3;4.56951;85.4012;1.86E-05;100;1.07E-06;2.491825011;3.276115014
77;[229.475, 944.547, 2803.73, 7666.22, 14530.9, 22825.7, 31406.6, 42847.7, 55290.0, 65158.0, 75169.0, 84035.9, 93760.8, 96621.1, 99767.4];[23.1042, 30.1405, 33.7444, 36.4903, 39.2362, 41.9821, 44.0415, 46.6157, 49.0184, 51.421, 54.3385, 57.5992, 62.4045, 66.3517, 74.4177];229.475;99767.4;23.1042;74.4177;0.000869523;54.22036223;4.81E-05;0.331381733;1.00E-06
77;[4376.89, 11527.6, 18678.3, 33837.8, 46137.1, 55862.0, 65301.0, 74739.9, 84035.9, 90185.5, 93903.8, 97050.2, 99624.4];[28.9392, 32.0283, 34.0877, 36.3187, 37.52, 38.8929, 40.6091, 42.1537, 44.8995, 47.4738, 50.9061, 55.5398, 68.7543];4376.89;99624.4;28.9392;68.7543;0.000138424;51.6919367;8.99E-06;0.535136725;1.00E-06
273;[1406.93, 4223.83, 8026.64, 11266.1, 16336.5, 22111.2, 28449.2, 34646.4, 43519.6, 52815.4, 61688.6, 71125.2, 79857.6, 89435.1, 95491.4, 103942.0];[2.42315, 8.33864, 12.0006, 14.4231, 17.4654, 20.0569, 22.5922, 24.4513, 27.2682, 29.4654, 31.4936, 33.5217, 35.3246, 37.1274, 38.2541, 39.6626];1406.93;103942;2.42315;39.6626;3.20E-05;49.14958893;2.31E-06;1.31868908;1.00E-06
77;[515.504, 515.504, 515.504, 658.518, 801.532, 944.547, 1230.58, 1802.63, 2517.7, 7237.18, 11384.6, 17248.2, 20251.5, 27688.2, 35268.0, 43848.8, 52143.7, 56577.1, 64442.9, 70306.5, 73738.8, 80031.5, 85895.0, 90471.5, 92473.7, 95763.0, 98051.3];[23.2405, 39.8302, 70.1492, 98.7521, 160.534, 188.565, 219.456, 231.469, 249.203, 254.924, 258.928, 262.36, 262.932, 265.793, 268.653, 273.23, 275.518, 274.946, 275.518, 280.666, 284.099, 288.103, 292.679, 316.134, 337.3, 381.348, 394.506];515.504;98051.3;23.2405;394.506;10;100;287.2816099;0.230790385;1.00E-06
77;[372.489, 515.504, 658.518, 944.547, 1087.56, 1230.58, 1659.62, 1945.65, 3804.83, 7666.22, 13386.8, 18821.3, 24970.9, 30119.5, 38986.4, 47567.2, 57292.2, 64442.9, 75026.0, 82748.7, 86610.1, 92902.7, 95191.0, 96621.1, 98194.3, 98194.3, 98909.3];[12.9435, 32.3934, 43.8346, 71.8654, 91.3153, 135.936, 175.98, 197.146, 205.155, 214.308, 217.168, 218.884, 220.6, 222.316, 225.749, 227.465, 230.325, 232.613, 237.19, 240.622, 248.631, 264.649, 284.671, 298.4, 335.584, 364.759, 387.069];372.489;98909.3;12.9435;387.069;0.008283753;100;0.000290695;0.231020621;1.00E-06
77;[229.475, 372.489, 372.489, 515.504, 515.504, 515.504, 2946.75, 6522.1, 11670.6, 15675.0, 19107.4, 26687.1, 34266.9, 41560.6, 49712.4, 55862.0, 63298.8, 72165.7, 81032.6, 88898.3, 92330.7, 95048.0, 95477.0, 96478.1, 99195.4, 99624.4];[55.8478, 111.337, 134.22, 20.9523, 89.5992, 156.53, 178.84, 187.993, 190.281, 193.142, 193.142, 194.858, 195.43, 197.146, 198.29, 200.578, 201.15, 204.583, 207.443, 210.875, 219.456, 233.186, 257.212, 278.95, 325.287, 349.885];229.475;99624.4;20.9523;349.885;0.114835953;100;0.023675014;0.224482193;1.00E-06
77;[456.69, 595.957, 2681.8, 3787.14, 7006.56, 11441.7, 17260.8, 20268.8, 24310.0, 27500.5, 32526.7, 36438.0, 40618.5, 45899.3, 51492.5, 57225.0, 58849.1, 66052.0, 71630.8, 75446.2, 82245.7, 86162.1];[2.67798, 1.68143, 7.56645, 9.92718, 10.6736, 12.4502, 14.5944, 15.5023, 17.9357, 18.3481, 19.1393, 20.0696, 21.5065, 22.6374, 24.776, 25.918, 26.4583, 28.9701, 30.9417, 33.3695, 39.038, 42.6351];456.69;86162.1;1.68143;42.6351;1.38E-05;65.70333354;1.35E-06;3.653638892;1.00E-06
195;[1159.1, 1258.03, 2226.27, 2603.98, 4217.72, 5809.49, 9440.67, 12136.6, 16145.5, 22674.3, 27409.8, 33659.9, 37760.7, 44568.4, 49003.0, 55476.9, 59331.9, 63465.8, 70218.5, 73761.7, 81138.0, 95223.1, 97251.5, 101965.0];[0.0231558, 1.8872, 3.76861, 5.43133, 8.56702, 11.2885, 14.2576, 15.9666, 20.5984, 23.6254, 25.5821, 28.8104, 29.7199, 32.5455, 34.2893, 36.2807, 38.0129, 39.5437, 41.3338, 42.646, 45.2761, 48.8678, 48.9084, 50.4508];1159.1;101965;0.0231558;50.4508;2.22E-05;69.22007093;1.25E-06;1.711064615;1.00E-06
298;[304.008, 761.474, 1613.96, 3290.24, 4925.74, 6606.37, 8287.5, 9969.12, 11654.1, 13294.9, 14892.5, 15799.9];[2.16716, 5.34226, 5.94475, 6.39352, 6.71635, 6.93821, 7.13486, 7.3063, 7.30126, 7.34677, 7.39241, 7.38969];304.008;15799.9;2.16716;7.39241;0.002002194;7.595425807;0.000822791;0.438917532;1.00E-06
298;[128.555, 285.801, 728.847, 1568.59, 3216.09, 4954.06, 6603.76, 8299.8, 9952.82, 11694.1, 13391.2, 14999.6, 15892.8];[0.247102, 1.2103, 3.38378, 3.80477, 4.07879, 4.30356, 4.47881, 4.58006, 4.60718, 4.6838, 4.73567, 4.76272, 4.78872];128.555;15892.8;0.247102;4.78872;0.001678295;4.942536659;0.000970994;0.449033314;1.00E-06
298;[44.1392, 264.834, 348.698, 747.054, 1683.91, 3291.67, 5032.96, 6730.11, 8382.56, 10079.7, 11776.9, 13428.8, 15081.8, 15930.9];[0.024756, 0.148536, 0.395573, 0.568996, 0.644443, 0.696182, 0.772808, 0.824677, 0.876482, 0.928352, 0.980221, 1.05672, 1.08383, 1.08507];44.1392;15930.9;0.024756;1.08507;0.001022122;1.047007185;0.002733834;0.522230358;0.002513462
298;[5.21, 15.0959, 17.1781, 40.9931, 121.808, 203.404, 367.507, 738.137, 1522.86, 2308.24, 3114.7, 3859.21, 4665.8, 5430.88, 6217.16, 7002.93, 7395.68];[2.6195, 0.946541, 0.59434, 3.56604, 3.89623, 4.09434, 4.33648, 4.64465, 4.90881, 5.06289, 5.15094, 5.21698, 5.28302, 5.37107, 5.37107, 5.45912, 5.52516];5.21;7395.68;0.59434;5.52516;0.025906246;5.232113549;0.011721879;0.318393641;0.097936334
298;[-0.26, 80.945, 204.705, 390.541, 742.171, 1549.02, 2335.18, 3141.76, 3907.1, 4693.13, 5479.29, 6244.49, 7030.39];[0.0440252, 0.308176, 0.374214, 0.440252, 0.462264, 0.484277, 0.506289, 0.572327, 0.616352, 0.660377, 0.68239, 0.748428, 0.814465];-0.26;7030.39;0.0440252;0.814465;0.005342753;0.669310148;0.022713627;0.435552451;
298;[-0.26, 17.9589, 79.2538, 138.726, 217.329, 381.561, 772.232, 1535.62, 2320.73, 3147.88, 3871.31, 4656.56, 5463.02, 6228.22, 7033.9];[0.0440252, 0.462264, 0.59434, 1.03459, 1.73899, 1.95912, 2.37736, 2.75157, 2.94969, 3.03774, 3.16981, 3.34591, 3.43396, 3.5, 3.72013];-0.26;7033.9;0.0440252;3.72013;0.003126618;3.547141234;0.002233127;0.486951702;
298;[1.77, 280.97, 724.513, 749.253, 1763.57, 2815.0, 4666.05, 9697.88, 19793.3, 30158.3, 39996.7, 50099.2, 59937.6, 69774.2, 79878.6, 90245.2, 95030.6];[-0.0166116, 2.35876, 3.18925, 2.95669, 3.42164, 3.53774, 3.63711, 3.83562, 3.93363, 3.99838, 4.01338, 4.04494, 4.05994, 4.09155, 4.10651, 4.15464, 4.17047];1.77;95030.6;-0.0166116;4.17047;0.004342015;4.027937102;0.003215958;0.305316367;0.024051763
298;[533.663, 1595.67, 3189.57, 5049.41, 9836.42, 20468.9, 30308.8, 40675.4, 50515.4, 60351.8, 70721.8, 80820.7, 90646.5];[-0.0166667, 0.0, 0.0166667, 0.0333333, 0.0333333, 0.0833333, 0.0833333, 0.133333, 0.133333, 0.166667, 0.183333, 0.25, 0.383333];533.663;90646.5;-0.0166667;0.383333;3.27E-08;100;6.72E-05;204661.0816;1.00E-06
298;[246.443, 2372.23, 3967.9, 5297.63, 10350.6, 20454.7, 30023.4, 40393.5, 50233.5, 60071.6, 70707.6, 80542.3, 90366.3, 95408.6];[0.183333, 0.2, 0.2, 0.2, 0.2, 0.216667, 0.266667, 0.283333, 0.283333, 0.3, 0.316667, 0.366667, 0.516667, 0.616667];246.443;95408.6;0.183333;0.616667;0.000124844;0.42079819;0.000816422;0.590286181;1.00E-06
298;[266.645, 533.29, 1066.58, 2133.15, 3199.73, 4799.6, 10132.5, 20265.0, 30397.5, 40263.3, 50662.5, 60261.7, 70394.2, 80793.3, 90925.8, 95725.5];[0.00263158, 2.69991, 2.94982, 3.16632, 3.28281, 3.41588, 3.54833, 3.69667, 3.81167, 3.86004, 3.90833, 3.95675, 3.98842, 4.05338, 4.08504, 4.15092];266.645;95725.5;0.00263158;4.15092;0.001679433;3.98595547;0.001029737;0.325055122;1.00E-06
298;[2933.1, 4799.6, 9332.57, 21065.0, 30130.8, 40530.0, 50395.8, 60528.3, 69861.0, 80793.3, 90659.2, 95992.1];[0.0495175, 0.0825439, 0.0817982, 0.0965351, 0.111711, 0.11, 0.158377, 0.206711, 0.271842, 0.336711, 0.485088, 0.667544];2933.1;95992.1;0.0495175;0.667544;4.89E-08;100;4.22E-05;85904.98203;1.00E-06
298;[763.895, 1618.31, 3252.85, 4933.49, 6570.92, 8296.7, 9892.87, 11662.3, 13303.7, 14988.2, 15852.3];[5.2162, 5.71785, 6.09111, 6.31297, 6.53496, 6.65584, 6.77712, 6.87266, 6.89296, 6.91313, 6.91055];763.895;15852.3;5.2162;6.91313;0.003411413;6.921278507;0.002495134;0.434769923;1.00E-06
298;[946.104, 1258.13, 1579.83, 1901.43, 2202.65, 2500.7, 2830.81, 2986.42];[0.315924, 0.508128, 0.797953, 1.1855, 2.45273, 6.97733, 8.63515, 9.1547];946.104;2986.42;0.315924;9.1547;2.25E-05;100;0.000151621;638.901498;1.00E-06
298;[58.5732, 156.111, 331.641, 624.253, 946.041, 1881.63, 2221.59, 2512.04, 2842.22, 2988.04];[-0.0331806, -0.00161856, 0.0942814, 0.188967, 0.381071, 1.47886, 3.03886, 5.34855, 6.94122, 7.49345];58.5732;2988.04;-0.0331806;7.49345;2.06E-05;100;0.000181666;836.8425862;1.00E-06
298;[946.01, 1267.83, 1560.35, 1901.27, 2212.44, 2512.17, 2832.27, 2968.24];[0.413645, 0.573174, 0.765581, 1.34837, 2.42006, 5.21825, 7.13676, 7.78681];946.01;2968.24;0.413645;7.78681;1.89E-05;100;0.000178068;901.9043149;1.00E-06
298;[1872.06, 2193.34, 2514.21, 2825.47, 2990.93];[1.28352, 1.9968, 3.13354, 4.10751, 4.52925];1872.06;2990.93;1.28352;4.52925;1.30E-05;100;0.000398687;2963.605451;1.00E-06
298;[-0.174, 151.783, 299.051, 300.094, 797.645, 1714.77, 3295.48, 4979.33, 6765.48, 8398.81, 10083.4, 11767.9, 13452.5, 15188.2, 16056.1];[0.0306122, 0.244898, 1.28571, 1.10204, 3.39796, 3.73469, 4.10204, 4.28571, 4.43878, 4.53061, 4.59184, 4.65306, 4.71429, 4.7449, 4.77551];-0.174;16056.1;0.0306122;4.77551;0.001411764;4.975999402;0.000731936;0.458147992;
298;[-0.868, 151.262, 350.629, 351.672, 856.344, 1722.07, 3354.0, 5037.51, 6772.42, 8404.87, 10088.9, 11773.6, 13509.2, 15142.6, 16010.4];[0.153061, 0.336735, 1.19388, 1.0102, 2.05102, 2.44898, 2.78571, 3.03061, 3.21429, 3.45918, 3.61224, 3.64286, 3.70408, 3.79592, 3.82653];-0.868;16010.4;0.153061;3.82653;0.001009167;3.899407357;0.00069199;0.516798495;
298;[352.54, 1670.31, 3454.9, 5035.95, 6719.8, 8352.61, 10087.5, 11772.2, 13507.9, 15141.5, 16060.2];[0.857143, 2.57143, 3.0, 3.30612, 3.4898, 3.67347, 3.85714, 3.88776, 3.94898, 3.97959, 4.04082];352.54;16060.2;0.857143;4.04082;0.000744287;4.308996761;0.000652539;0.678029481;1.00E-06
298;[294.362, 785.489, 1599.28, 3332.29, 5015.11, 6750.01, 8382.82, 10118.1, 11802.3, 13435.8, 15171.0, 15987.8];[2.11224, 5.54082, 6.09184, 6.61224, 6.97959, 7.16327, 7.34694, 7.46939, 7.59184, 7.65306, 7.77551, 7.80612];294.362;15987.8;2.11224;7.80612;0.001905945;7.908280811;0.000752104;0.443028824;1.00E-06
298;[355.443, 790.52, 1644.94, 3322.67, 4958.66, 6683.95, 8280.12, 10006.9, 11690.4, 13288.5, 15016.2, 15836.6];[1.73843, 3.82957, 4.33121, 4.70434, 5.00197, 5.14807, 5.26934, 5.3398, 5.41039, 5.43082, 5.45086, 5.47362];355.443;15836.6;1.73843;5.47362;0.001825351;5.636960929;0.000999378;0.449166654;1.00E-06
298;[-0.968, 295.658, 853.451, 1673.38, 3313.73, 5126.88, 6767.7, 8407.55, 10005.7, 11690.2, 13416.9, 15101.0, 16008.3];[0.0504231, 0.352056, 0.552068, 0.600034, 0.670756, 0.74096, 0.786471, 0.882404, 0.902831, 0.923001, 0.993464, 1.03884, 1.03613];-0.968;16008.3;0.0504231;1.03884;0.001072635;0.997679919;0.003346508;0.534209076;
298;[174.615, 233.605, 756.753, 1550.84, 3241.33, 4934.72, 6628.53, 8324.42, 9976.46, 11627.6, 13324.8, 14976.4, 15869.5];[0.247932, 2.06142, 5.5133, 6.13207, 6.59914, 6.89228, 7.16058, 7.30464, 7.39915, 7.54335, 7.61288, 7.73223, 7.77929];174.615;15869.5;0.247932;7.77929;0.00164441;7.972775396;0.000586467;0.450673379;1.00E-06
298;[86.4741, 279.132, 762.166, 3293.51, 4941.8, 6592.58, 8288.06, 9895.81, 11727.5, 13290.9, 14988.5, 15837.7];[0.173658, 2.0116, 5.1903, 6.15178, 6.4699, 6.63894, 6.80786, 6.87765, 6.92194, 6.96701, 7.0117, 7.00919];86.4741;15837.7;0.173658;7.0117;0.001851248;7.263074709;0.000808482;0.44136231;0.472378565
298;[174.197, 263.726, 761.334, 1602.62, 3293.93, 4987.74, 6594.24, 8334.83, 10031.6, 11728.3, 13381.6, 15079.5, 15884.0];[0.272778, 2.9309, 5.23999, 5.70956, 6.12693, 6.39523, 6.53956, 6.68349, 6.77787, 6.87224, 6.89221, 6.91205, 6.90968];174.197;15884;0.272778;6.91205;0.002051912;7.148032412;0.000799182;0.422407285;1.00E-06
298;[172.143, 329.11, 732.19, 1661.27, 3304.36, 4994.48, 6640.44, 8377.19, 9981.04, 11584.5, 13321.6, 15104.6, 15951.5];[0.368098, 1.64417, 4.19632, 4.6135, 4.9816, 5.20245, 5.39877, 5.49693, 5.54601, 5.61963, 5.69325, 5.69325, 5.69325];172.143;15951.5;0.368098;5.69325;0.001634656;5.950176915;0.000764871;0.44868614;1.00E-06
298;[43.7537, 217.537, 281.254, 782.097, 1664.96, 3307.64, 4907.79, 6644.13, 8290.92, 9983.5, 11631.9, 13324.9, 15018.3, 15909.8];[0.0490798, 0.319018, 1.84049, 3.8773, 4.39264, 4.78528, 5.05521, 5.17791, 5.32515, 5.39877, 5.44785, 5.49693, 5.52147, 5.52147];43.7537;15909.8;0.0490798;5.52147;0.001522854;5.784541828;0.000726527;0.457132067;4.25E-09
298;[29224.3, 81933.5, 167533.0, 348057.0, 522555.0, 691314.0, 854136.0, 1027740.0, 1198720.0, 1367030.0, 1530200.0, 1617080.0];[0.00858815, 0.0150683, 0.0525879, 0.215287, 0.248644, 0.271305, 0.278993, 0.293109, 0.307222, 0.320262, 0.335433, 0.344094];29224.3;1617080;0.00858815;0.344094;1.71E-06;0.470014559;1.73E-05;1.810565205;1.00E-06
298;[168031.0, 347280.0, 516885.0, 688565.0, 856876.0, 1028010.0, 1196470.0, 1370220.0, 1536310.0, 1620610.0];[0.0632773, 0.254835, 0.295668, 0.324745, 0.337786, 0.355105, 0.371352, 0.388674, 0.410263, 0.41999];168031;1620610;0.0632773;0.41999;1.86E-06;0.553507814;1.64E-05;1.745854946;1.00E-06
77;[0.0, 156.2, 370.9, 407.7, 887.1, 1960.6, 3587.2, 5235.6, 6333.0, 8543.0, 10202.2, 11579.4, 15452.9, 18775.5, 22378.0, 25425.2, 26811.1, 30413.5, 31801.6, 35401.8, 38728.7, 42053.6, 45382.8, 47321.7, 48705.4, 50646.5, 52589.8, 54251.1, 56192.2, 57578.1, 59519.2, 62568.6, 65342.5, 67003.8, 69495.8, 71439.1, 74763.9, 76429.5, 78093.0, 80032.0, 81415.7, 83077.0, 85018.2, 86677.3, 88338.6, 89997.8, 90826.2];[0.0, 7.65599, 11.6205, 9.29619, 14.0805, 16.4029, 18.8611, 19.9521, 20.7706, 21.4504, 21.8578, 22.5391, 23.3528, 23.8941, 24.2982, 24.7032, 24.8376, 25.2417, 25.2393, 25.7801, 26.048, 26.4525, 26.5836, 26.8538, 27.1249, 27.2583, 27.2551, 27.5257, 27.6591, 27.7935, 27.927, 28.1953, 28.3273, 28.5979, 29.0039, 29.0006, 29.4052, 29.4023, 29.5363, 29.8064, 30.0775, 30.3482, 30.4816, 30.889, 31.1596, 31.567, 31.839];0;90826.2;0;31.839;0.000705854;28.41091729;5.05E-05;0.194202889;1.00E-06
