experiment;temperature;pressure [Pa];uptake [mol/g]
10.1002adfm.201302854.Isotherm21;298;331.641;0.0942814
10.1002adfm.201302854.Isotherm21;298;624.253;0.188967
10.1002adfm.201302854.Isotherm21;298;946.041;0.381071
10.1002adfm.201302854.Isotherm21;298;1881.63;1.47886
10.1002adfm.201302854.Isotherm21;298;2221.59;3.03886
10.1002adfm.201302854.Isotherm21;298;2512.04;5.34855
10.1002adfm.201302854.Isotherm21;298;2842.22;6.94122
10.1002adfm.201302854.Isotherm21;298;2988.04;7.49345
10.1002adfm.201302854.Isotherm22;298;946.01;0.413645
10.1002adfm.201302854.Isotherm22;298;1267.83;0.573174
10.1002adfm.201302854.Isotherm22;298;1560.35;0.765581
10.1002adfm.201302854.Isotherm22;298;1901.27;1.34837
10.1002adfm.201302854.Isotherm22;298;2212.44;2.42006
10.1002adfm.201302854.Isotherm22;298;2512.17;5.21825
10.1002adfm.201302854.Isotherm22;298;2832.27;7.13676
10.1002adfm.201302854.Isotherm22;298;2968.24;7.78681
10.1002adfm.201302854.Isotherm23;298;1872.06;1.28352
10.1002adfm.201302854.Isotherm23;298;2193.34;1.9968
10.1002adfm.201302854.Isotherm23;298;2514.21;3.13354
10.1002adfm.201302854.Isotherm23;298;2825.47;4.10751
10.1002adfm.201302854.Isotherm23;298;2990.93;4.52925
10.1002adfm.201302854.Isotherm24;298;-1.74E-01;0.0306122
10.1002adfm.201302854.Isotherm24;298;151.783;0.244898
10.1002adfm.201302854.Isotherm24;298;299.051;1.28571
10.1002adfm.201302854.Isotherm24;298;300.094;1.10204
10.1002adfm.201302854.Isotherm24;298;797.645;3.39796
10.1002adfm.201302854.Isotherm24;298;1714.77;3.73469
10.1002adfm.201302854.Isotherm24;298;3295.48;4.10204
10.1002adfm.201302854.Isotherm24;298;4979.33;4.28571
10.1002adfm.201302854.Isotherm24;298;6765.48;4.43878
10.1002adfm.201302854.Isotherm24;298;8398.81;4.53061
10.1002adfm.201302854.Isotherm24;298;10083.4;4.59184
10.1002adfm.201302854.Isotherm24;298;11767.9;4.65306
10.1002adfm.201302854.Isotherm24;298;13452.5;4.71429
10.1002adfm.201302854.Isotherm24;298;15188.2;4.7449
10.1002adfm.201302854.Isotherm24;298;16056.1;4.77551
10.1002adfm.201302854.Isotherm25;298;-8.68E-01;0.153061
10.1002adfm.201302854.Isotherm25;298;151.262;0.336735
10.1002adfm.201302854.Isotherm25;298;350.629;1.19388
10.1002adfm.201302854.Isotherm25;298;351.672;1.0102
10.1002adfm.201302854.Isotherm25;298;856.344;2.05102
10.1002adfm.201302854.Isotherm25;298;1722.07;2.44898
10.1002adfm.201302854.Isotherm25;298;3354;2.78571
10.1002adfm.201302854.Isotherm25;298;5037.51;3.03061
10.1002adfm.201302854.Isotherm25;298;6772.42;3.21429
10.1002adfm.201302854.Isotherm25;298;8404.87;3.45918
10.1002adfm.201302854.Isotherm25;298;10088.9;3.61224
10.1002adfm.201302854.Isotherm25;298;11773.6;3.64286
10.1002adfm.201302854.Isotherm25;298;13509.2;3.70408
10.1002adfm.201302854.Isotherm25;298;15142.6;3.79592
10.1002adfm.201302854.Isotherm25;298;16010.4;3.82653
10.1002adfm.201302854.Isotherm26;298;352.54;0.857143
10.1002adfm.201302854.Isotherm26;298;1670.31;2.57143
10.1002adfm.201302854.Isotherm26;298;3454.9;3
10.1002adfm.201302854.Isotherm26;298;5035.95;3.30612
10.1002adfm.201302854.Isotherm26;298;6719.8;3.4898
10.1002adfm.201302854.Isotherm26;298;8352.61;3.67347
10.1002adfm.201302854.Isotherm26;298;10087.5;3.85714
10.1002adfm.201302854.Isotherm26;298;11772.2;3.88776
10.1002adfm.201302854.Isotherm26;298;13507.9;3.94898
10.1002adfm.201302854.Isotherm26;298;15141.5;3.97959
10.1002adfm.201302854.Isotherm26;298;16060.2;4.04082
10.1002adfm.201302854.Isotherm27;298;294.362;2.11224
10.1002adfm.201302854.Isotherm27;298;785.489;5.54082
10.1002adfm.201302854.Isotherm27;298;1599.28;6.09184
10.1002adfm.201302854.Isotherm27;298;3332.29;6.61224
10.1002adfm.201302854.Isotherm27;298;5015.11;6.97959
10.1002adfm.201302854.Isotherm27;298;6750.01;7.16327
10.1002adfm.201302854.Isotherm27;298;8382.82;7.34694
10.1002adfm.201302854.Isotherm27;298;10118.1;7.46939
10.1002adfm.201302854.Isotherm27;298;11802.3;7.59184
10.1002adfm.201302854.Isotherm27;298;13435.8;7.65306
10.1002adfm.201302854.Isotherm27;298;15171;7.77551
10.1002adfm.201302854.Isotherm27;298;15987.8;7.80612
10.1002adfm.201302854.Isotherm3;298;355.443;1.73843
10.1002adfm.201302854.Isotherm3;298;790.52;3.82957
10.1002adfm.201302854.Isotherm3;298;1644.94;4.33121
10.1002adfm.201302854.Isotherm3;298;3322.67;4.70434
10.1002adfm.201302854.Isotherm3;298;4958.66;5.00197
10.1002adfm.201302854.Isotherm3;298;6683.95;5.14807
10.1002adfm.201302854.Isotherm3;298;8280.12;5.26934
10.1002adfm.201302854.Isotherm3;298;10006.9;5.3398
10.1002adfm.201302854.Isotherm3;298;11690.4;5.41039
10.1002adfm.201302854.Isotherm3;298;13288.5;5.43082
10.1002adfm.201302854.Isotherm3;298;15016.2;5.45086
10.1002adfm.201302854.Isotherm3;298;15836.6;5.47362
10.1002adfm.201302854.Isotherm4;298;-9.68E-01;0.0504231
10.1002adfm.201302854.Isotherm4;298;295.658;0.352056
10.1002adfm.201302854.Isotherm4;298;853.451;0.552068
10.1002adfm.201302854.Isotherm4;298;1673.38;0.600034
10.1002adfm.201302854.Isotherm4;298;3313.73;0.670756
10.1002adfm.201302854.Isotherm4;298;5126.88;0.74096
10.1002adfm.201302854.Isotherm4;298;6767.7;0.786471
10.1002adfm.201302854.Isotherm4;298;8407.55;0.882404
10.1002adfm.201302854.Isotherm4;298;10005.7;0.902831
10.1002adfm.201302854.Isotherm4;298;11690.2;0.923001
10.1002adfm.201302854.Isotherm4;298;13416.9;0.993464
10.1002adfm.201302854.Isotherm4;298;15101;1.03884
10.1002adfm.201302854.Isotherm4;298;16008.3;1.03613
10.1002adfm.201302854.Isotherm5;298;174.615;0.247932
10.1002adfm.201302854.Isotherm5;298;233.605;2.06142
10.1002adfm.201302854.Isotherm5;298;756.753;5.5133
10.1002adfm.201302854.Isotherm5;298;1550.84;6.13207
10.1002adfm.201302854.Isotherm5;298;3241.33;6.59914
10.1002adfm.201302854.Isotherm5;298;4934.72;6.89228
10.1002adfm.201302854.Isotherm5;298;6628.53;7.16058
10.1002adfm.201302854.Isotherm5;298;8324.42;7.30464
10.1002adfm.201302854.Isotherm5;298;9976.46;7.39915
10.1002adfm.201302854.Isotherm5;298;11627.6;7.54335
10.1002adfm.201302854.Isotherm5;298;13324.8;7.61288
10.1002adfm.201302854.Isotherm5;298;14976.4;7.73223
10.1002adfm.201302854.Isotherm5;298;15869.5;7.77929
10.1002adfm.201302854.Isotherm6;298;86.4741;0.173658
10.1002adfm.201302854.Isotherm6;298;279.132;2.0116
10.1002adfm.201302854.Isotherm6;298;762.166;5.1903
10.1002adfm.201302854.Isotherm6;298;3293.51;6.15178
10.1002adfm.201302854.Isotherm6;298;4941.8;6.4699
10.1002adfm.201302854.Isotherm6;298;6592.58;6.63894
10.1002adfm.201302854.Isotherm6;298;8288.06;6.80786
10.1002adfm.201302854.Isotherm6;298;9895.81;6.87765
10.1002adfm.201302854.Isotherm6;298;11727.5;6.92194
10.1002adfm.201302854.Isotherm6;298;13290.9;6.96701
10.1002adfm.201302854.Isotherm6;298;14988.5;7.0117
10.1002adfm.201302854.Isotherm6;298;15837.7;7.00919
10.1002adfm.201302854.Isotherm7;298;-44.6945;0.000131809
10.1002adfm.201302854.Isotherm7;298;174.197;0.272778
10.1002adfm.201302854.Isotherm7;298;263.726;2.9309
10.1002adfm.201302854.Isotherm7;298;761.334;5.23999
10.1002adfm.201302854.Isotherm7;298;1602.62;5.70956
10.1002adfm.201302854.Isotherm7;298;3293.93;6.12693
10.1002adfm.201302854.Isotherm7;298;4987.74;6.39523
10.1002adfm.201302854.Isotherm7;298;6594.24;6.53956
10.1002adfm.201302854.Isotherm7;298;8334.83;6.68349
10.1002adfm.201302854.Isotherm7;298;10031.6;6.77787
10.1002adfm.201302854.Isotherm7;298;11728.3;6.87224
10.1002adfm.201302854.Isotherm7;298;13381.6;6.89221
10.1002adfm.201302854.Isotherm7;298;15079.5;6.91205
10.1002adfm.201302854.Isotherm7;298;15884;6.90968
10.1002adfm.201302854.Isotherm8;298;-3.28E+00;0.196319
10.1002adfm.201302854.Isotherm8;298;172.143;0.368098
10.1002adfm.201302854.Isotherm8;298;329.11;1.64417
10.1002adfm.201302854.Isotherm8;298;732.19;4.19632
10.1002adfm.201302854.Isotherm8;298;1661.27;4.6135
10.1002adfm.201302854.Isotherm8;298;3304.36;4.9816
10.1002adfm.201302854.Isotherm8;298;4994.48;5.20245
10.1002adfm.201302854.Isotherm8;298;6640.44;5.39877
10.1002adfm.201302854.Isotherm8;298;8377.19;5.49693
10.1002adfm.201302854.Isotherm8;298;9981.04;5.54601
10.1002adfm.201302854.Isotherm8;298;11584.5;5.61963
10.1002adfm.201302854.Isotherm8;298;13321.6;5.69325
10.1002adfm.201302854.Isotherm8;298;15104.6;5.69325
10.1002adfm.201302854.Isotherm8;298;15951.5;5.69325
10.1002adfm.201302854.Isotherm9;298;43.7537;0.0490798
10.1002adfm.201302854.Isotherm9;298;217.537;0.319018
10.1002adfm.201302854.Isotherm9;298;281.254;1.84049
10.1002adfm.201302854.Isotherm9;298;782.097;3.8773
10.1002adfm.201302854.Isotherm9;298;1664.96;4.39264
10.1002adfm.201302854.Isotherm9;298;3307.64;4.78528
10.1002adfm.201302854.Isotherm9;298;4907.79;5.05521
10.1002adfm.201302854.Isotherm9;298;6644.13;5.17791
10.1002adfm.201302854.Isotherm9;298;8290.92;5.32515
10.1002adfm.201302854.Isotherm9;298;9983.5;5.39877
10.1002adfm.201302854.Isotherm9;298;11631.9;5.44785
10.1002adfm.201302854.Isotherm9;298;13324.9;5.49693
10.1002adfm.201302854.Isotherm9;298;15018.3;5.52147
10.1002adfm.201302854.Isotherm9;298;15909.8;5.52147
10.1002adfm.201400559.Isotherm1;298;29224.3;0.00858815
10.1002adfm.201400559.Isotherm1;298;81933.5;0.0150683
10.1002adfm.201400559.Isotherm1;298;167533;0.0525879
10.1002adfm.201400559.Isotherm1;298;348057;0.215287
10.1002adfm.201400559.Isotherm1;298;522555;0.248644
10.1002adfm.201400559.Isotherm1;298;691314;0.271305
10.1002adfm.201400559.Isotherm1;298;854136;0.278993
10.1002adfm.201400559.Isotherm1;298;1027740;0.293109
10.1002adfm.201400559.Isotherm1;298;1198720;0.307222
10.1002adfm.201400559.Isotherm1;298;1367030;0.320262
10.1002adfm.201400559.Isotherm1;298;1530200;0.335433
10.1002adfm.201400559.Isotherm1;298;1617080;0.344094
10.1002adfm.201400559.Isotherm2;298;168031;0.0632773
10.1002adfm.201400559.Isotherm2;298;347280;0.254835
10.1002adfm.201400559.Isotherm2;298;516885;0.295668
10.1002adfm.201400559.Isotherm2;298;688565;0.324745
10.1002adfm.201400559.Isotherm2;298;856876;0.337786
10.1002adfm.201400559.Isotherm2;298;1028010;0.355105
10.1002adfm.201400559.Isotherm2;298;1196470;0.371352
10.1002adfm.201400559.Isotherm2;298;1370220;0.388674
10.1002adfm.201400559.Isotherm2;298;1536310;0.410263
10.1002adfm.201400559.Isotherm2;298;1620610;0.41999
10.1002adfm.201502069.Isotherm1;77;0;0
10.1002adfm.201502069.Isotherm1;77;156.2;7.65599
10.1002adfm.201502069.Isotherm1;77;370.9;11.6205
10.1002adfm.201502069.Isotherm1;77;407.7;9.29619
10.1002adfm.201502069.Isotherm1;77;887.1;14.0805
10.1002adfm.201502069.Isotherm1;77;1960.6;16.4029
10.1002adfm.201502069.Isotherm1;77;3587.2;18.8611
10.1002adfm.201502069.Isotherm1;77;5235.6;19.9521
10.1002adfm.201502069.Isotherm1;77;6333;20.7706
10.1002adfm.201502069.Isotherm1;77;8543;21.4504
10.1002adfm.201502069.Isotherm1;77;10202.2;21.8578
10.1002adfm.201502069.Isotherm1;77;11579.4;22.5391
10.1002adfm.201502069.Isotherm1;77;15452.9;23.3528
10.1002adfm.201502069.Isotherm1;77;18775.5;23.8941
10.1002adfm.201502069.Isotherm1;77;22378;24.2982
10.1002adfm.201502069.Isotherm1;77;25425.2;24.7032
10.1002adfm.201502069.Isotherm1;77;26811.1;24.8376
10.1002adfm.201502069.Isotherm1;77;30413.5;25.2417
10.1002adfm.201502069.Isotherm1;77;31801.6;25.2393
10.1002adfm.201502069.Isotherm1;77;35401.8;25.7801
10.1002adfm.201502069.Isotherm1;77;38728.7;26.048
10.1002adfm.201502069.Isotherm1;77;42053.6;26.4525
10.1002adfm.201502069.Isotherm1;77;45382.8;26.5836
10.1002adfm.201502069.Isotherm1;77;47321.7;26.8538
10.1002adfm.201502069.Isotherm1;77;48705.4;27.1249
10.1002adfm.201502069.Isotherm1;77;50646.5;27.2583
10.1002adfm.201502069.Isotherm1;77;52589.8;27.2551
10.1002adfm.201502069.Isotherm1;77;54251.1;27.5257
10.1002adfm.201502069.Isotherm1;77;56192.2;27.6591
10.1002adfm.201502069.Isotherm1;77;57578.1;27.7935
10.1002adfm.201502069.Isotherm1;77;59519.2;27.927
10.1002adfm.201502069.Isotherm1;77;62568.6;28.1953
10.1002adfm.201502069.Isotherm1;77;65342.5;28.3273
10.1002adfm.201502069.Isotherm1;77;67003.8;28.5979
10.1002adfm.201502069.Isotherm1;77;69495.8;29.0039
10.1002adfm.201502069.Isotherm1;77;71439.1;29.0006
10.1002adfm.201502069.Isotherm1;77;74763.9;29.4052
10.1002adfm.201502069.Isotherm1;77;76429.5;29.4023
10.1002adfm.201502069.Isotherm1;77;78093;29.5363
10.1002adfm.201502069.Isotherm1;77;80032;29.8064
10.1002adfm.201502069.Isotherm1;77;81415.7;30.0775
10.1002adfm.201502069.Isotherm1;77;83077;30.3482
10.1002adfm.201502069.Isotherm1;77;85018.2;30.4816
10.1002adfm.201502069.Isotherm1;77;86677.3;30.889
10.1002adfm.201502069.Isotherm1;77;88338.6;31.1596
10.1002adfm.201502069.Isotherm1;77;89997.8;31.567
10.1002adfm.201502069.Isotherm1;77;90826.2;31.839
10.1002adfm.201502069.Isotherm10;303;0;0
10.1002adfm.201502069.Isotherm10;303;5806.4;0.000776
10.1002adfm.201502069.Isotherm10;303;9677.4;0.004051
10.1002adfm.201502069.Isotherm10;303;12387.1;0.009032
10.1002adfm.201502069.Isotherm10;303;14322.6;0.008774
10.1002adfm.201502069.Isotherm10;303;16645.2;0.024494
10.1002adfm.201502069.Isotherm10;303;19354.8;0.029476
10.1002adfm.201502069.Isotherm10;303;22064.5;0.039801
10.1002adfm.201502069.Isotherm10;303;26322.6;0.044575
10.1002adfm.201502069.Isotherm10;303;27871;0.033681
10.1002adfm.201502069.Isotherm10;303;30193.5;0.033371
10.1002adfm.201502069.Isotherm10;303;34064.5;0.038198
10.1002adfm.201502069.Isotherm10;303;35612.9;0.037991
10.1002adfm.201502069.Isotherm10;303;37548.4;0.037732
10.1002adfm.201502069.Isotherm10;303;42193.5;0.037111
10.1002adfm.201502069.Isotherm10;303;46838.7;0.079239
10.1002adfm.201502069.Isotherm10;303;48000;0.089771
10.1002adfm.201502069.Isotherm10;303;49548.4;0.100251
10.1002adfm.201502069.Isotherm10;303;51871;0.110628
10.1002adfm.201502069.Isotherm10;303;53419.4;0.105078
10.1002adfm.201502069.Isotherm10;303;56516.1;0.120694
10.1002adfm.201502069.Isotherm10;303;59225.8;0.088271
10.1002adfm.201502069.Isotherm10;303;62322.6;0.082514
10.1002adfm.201502069.Isotherm10;303;66580.6;0.081945
10.1002adfm.201502069.Isotherm10;303;70838.7;0.081377
10.1002adfm.201502069.Isotherm10;303;73161.3;0.08641
10.1002adfm.201502069.Isotherm10;303;74322.6;0.086255
10.1002adfm.201502069.Isotherm10;303;76645.2;0.144723
10.1002adfm.201502069.Isotherm10;303;77419.4;0.16065
10.1002adfm.201502069.Isotherm10;303;82451.6;0.181352
10.1002adfm.201502069.Isotherm10;303;86709.7;0.196814
10.1002adfm.201502069.Isotherm10;303;88645.2;0.201899
10.1002adfm.201502069.Isotherm10;303;90193.5;0.201692
10.1002adfm.201502069.Isotherm10;303;93290.3;0.15853
10.1002adfm.201502069.Isotherm10;303;96387.1;0.147429
10.1002adfm.201502069.Isotherm10;303;100645;0.14686
10.1002adfm.201502069.Isotherm10;303;104903;0.146292
10.1002adfm.201502069.Isotherm10;303;107226;0.151325
10.1002adfm.201502069.Isotherm10;303;108774;0.161805
10.1002adfm.201502069.Isotherm10;303;111097;0.23096
10.1002adfm.201502069.Isotherm10;303;112645;0.252128
10.1002adfm.201502069.Isotherm10;303;116903;0.272933
10.1002adfm.201502069.Isotherm10;303;118452;0.278069
10.1002adfm.201502069.Isotherm2;77;0;0
10.1002adfm.201502069.Isotherm2;77;148.5;8.13953
10.1002adfm.201502069.Isotherm2;77;174.3;6.51163
10.1002adfm.201502069.Isotherm2;77;643.4;11.938
10.1002adfm.201502069.Isotherm2;77;1719.4;14.1085
10.1002adfm.201502069.Isotherm2;77;3357.1;15.8721
10.1002adfm.201502069.Isotherm2;77;6380.6;17.7713
10.1002adfm.201502069.Isotherm2;77;9696.7;18.7209
10.1002adfm.201502069.Isotherm2;77;13294.9;19.3992
10.1002adfm.201502069.Isotherm2;77;16619.6;19.8062
10.1002adfm.201502069.Isotherm2;77;18558.5;20.0775
10.1002adfm.201502069.Isotherm2;77;21885.4;20.3488
10.1002adfm.201502069.Isotherm2;77;25210.2;20.7558
10.1002adfm.201502069.Isotherm2;77;28537.2;21.0271
10.1002adfm.201502069.Isotherm2;77;32141.7;21.2984
10.1002adfm.201502069.Isotherm2;77;35466.5;21.7054
10.1002adfm.201502069.Isotherm2;77;38795.5;21.8411
10.1002adfm.201502069.Isotherm2;77;42400.1;22.1124
10.1002adfm.201502069.Isotherm2;77;45449.3;22.3837
10.1002adfm.201502069.Isotherm2;77;49331.5;22.655
10.1002adfm.201502069.Isotherm2;77;50994.9;22.7907
10.1002adfm.201502069.Isotherm2;77;52380.9;22.9264
10.1002adfm.201502069.Isotherm2;77;54322;23.062
10.1002adfm.201502069.Isotherm2;77;55987.5;23.062
10.1002adfm.201502069.Isotherm2;77;57926.4;23.3333
10.1002adfm.201502069.Isotherm2;77;59312.3;23.469
10.1002adfm.201502069.Isotherm2;77;61253.4;23.6047
10.1002adfm.201502069.Isotherm2;77;62639.2;23.7403
10.1002adfm.201502069.Isotherm2;77;65690.7;23.876
10.1002adfm.201502069.Isotherm2;77;68187;24.0116
10.1002adfm.201502069.Isotherm2;77;69572.9;24.1473
10.1002adfm.201502069.Isotherm2;77;71511.7;24.4186
10.1002adfm.201502069.Isotherm2;77;73175.2;24.5543
10.1002adfm.201502069.Isotherm2;77;76500;24.9612
10.1002adfm.201502069.Isotherm2;77;77885.9;25.0969
10.1002adfm.201502069.Isotherm2;77;80104.5;25.2326
10.1002adfm.201502069.Isotherm2;77;81768;25.3682
10.1002adfm.201502069.Isotherm2;77;83149.5;25.7752
10.1002adfm.201502069.Isotherm2;77;84810.8;26.0465
10.1002adfm.201502069.Isotherm2;77;86470;26.4535
10.1002adfm.201502069.Isotherm2;77;88408.9;26.7248
10.1002adfm.201502069.Isotherm2;77;90345.7;27.1318
10.1002adfm.201502069.Isotherm3;77;0;0
10.1002adfm.201502069.Isotherm3;77;232.2;5.62706
10.1002adfm.201502069.Isotherm3;77;762.7;8.50851
10.1002adfm.201502069.Isotherm3;77;1566.6;11.8013
10.1002adfm.201502069.Isotherm3;77;3492.4;13.1706
10.1002adfm.201502069.Isotherm3;77;5420.4;14.2653
10.1002adfm.201502069.Isotherm3;77;6522.6;14.8125
10.1002adfm.201502069.Isotherm3;77;8456;15.221
10.1002adfm.201502069.Isotherm3;77;12047.1;15.9012
10.1002adfm.201502069.Isotherm3;77;15362.7;16.4446
10.1002adfm.201502069.Isotherm3;77;18680.5;16.7135
10.1002adfm.201502069.Isotherm3;77;21997.2;17.1196
10.1002adfm.201502069.Isotherm3;77;26973.7;17.523
10.1002adfm.201502069.Isotherm3;77;30291.4;17.7918
10.1002adfm.201502069.Isotherm3;77;33886.9;17.923
10.1002adfm.201502069.Isotherm3;77;37203.6;18.3292
10.1002adfm.201502069.Isotherm3;77;40522.4;18.4608
10.1002adfm.201502069.Isotherm3;77;43841.2;18.5924
10.1002adfm.201502069.Isotherm3;77;47435.6;18.8609
10.1002adfm.201502069.Isotherm3;77;51030;19.1293
10.1002adfm.201502069.Isotherm3;77;56285.4;19.2576
10.1002adfm.201502069.Isotherm3;77;59603.2;19.5265
10.1002adfm.201502069.Isotherm3;77;61539.8;19.5232
10.1002adfm.201502069.Isotherm3;77;64303.2;19.9303
10.1002adfm.201502069.Isotherm3;77;67897.6;20.1988
10.1002adfm.201502069.Isotherm3;77;70109.7;20.3323
10.1002adfm.201502069.Isotherm3;77;71215.3;20.4676
10.1002adfm.201502069.Isotherm3;77;73150.8;20.6016
10.1002adfm.201502069.Isotherm3;77;76469.7;20.7333
10.1002adfm.201502069.Isotherm3;77;78403;21.1418
10.1002adfm.201502069.Isotherm3;77;79786.2;21.1394
10.1002adfm.201502069.Isotherm3;77;83378.5;21.6823
10.1002adfm.201502069.Isotherm3;77;86694.1;22.2258
10.1002adfm.201502069.Isotherm3;77;88628.6;22.497
10.1002adfm.201502069.Isotherm3;77;90561.9;22.9055
10.1002adfm.201502069.Isotherm4;77;0;0
10.1002adfm.201502069.Isotherm4;77;571.4;2.04088
10.1002adfm.201502069.Isotherm4;77;859.8;3.40178
10.1002adfm.201502069.Isotherm4;77;870.6;4.76361
10.1002adfm.201502069.Isotherm4;77;1989.6;5.84935
10.1002adfm.201502069.Isotherm4;77;3660.6;6.52466
10.1002adfm.201502069.Isotherm4;77;5885.7;7.06194
10.1002adfm.201502069.Isotherm4;77;8664.9;7.46116
10.1002adfm.201502069.Isotherm4;77;10332.6;7.72793
10.1002adfm.201502069.Isotherm4;77;13943.5;7.98817
10.1002adfm.201502069.Isotherm4;77;18942.4;8.24374
10.1002adfm.201502069.Isotherm4;77;22274.6;8.36873
10.1002adfm.201502069.Isotherm4;77;25607.9;8.62991
10.1002adfm.201502069.Isotherm4;77;28661.5;8.61965
10.1002adfm.201502069.Isotherm4;77;32547.8;8.60659
10.1002adfm.201502069.Isotherm4;77;36436.3;8.8659
10.1002adfm.201502069.Isotherm4;77;38935.8;8.99368
10.1002adfm.201502069.Isotherm4;77;42823.1;9.11681
10.1002adfm.201502069.Isotherm4;77;48653.7;9.2334
10.1002adfm.201502069.Isotherm4;77;54206.7;9.35093
10.1002adfm.201502069.Isotherm4;77;58649.3;9.47219
10.1002adfm.201502069.Isotherm4;77;63369.5;9.59252
10.1002adfm.201502069.Isotherm4;77;67534.5;9.71471
10.1002adfm.201502069.Isotherm4;77;71422;9.83783
10.1002adfm.201502069.Isotherm4;77;73643.8;9.96655
10.1002adfm.201502069.Isotherm4;77;76976;10.0915
10.1002adfm.201502069.Isotherm4;77;80309.3;10.3527
10.1002adfm.201502069.Isotherm4;77;82252.5;10.3462
10.1002adfm.201502069.Isotherm4;77;83919.1;10.4768
10.1002adfm.201502069.Isotherm4;77;85585.8;10.6074
10.1002adfm.201502069.Isotherm4;77;87253.5;10.8741
10.1002adfm.201502069.Isotherm4;77;88920.2;11.0047
10.1002adfm.201502069.Isotherm4;77;91421.8;11.4049
10.1002adfm.201502069.Isotherm5;77;0;0
10.1002adfm.201502069.Isotherm5;77;555.2;0.271318
10.1002adfm.201502069.Isotherm5;77;1388;0.949612
10.1002adfm.201502069.Isotherm5;77;3053.6;1.08527
10.1002adfm.201502069.Isotherm5;77;5552.1;1.22093
10.1002adfm.201502069.Isotherm5;77;9160.9;1.35659
10.1002adfm.201502069.Isotherm5;77;13602.6;1.35659
10.1002adfm.201502069.Isotherm5;77;16933.7;1.49225
10.1002adfm.201502069.Isotherm5;77;19709.8;1.62791
10.1002adfm.201502069.Isotherm5;77;23596.3;1.62791
10.1002adfm.201502069.Isotherm5;77;29703.5;1.49225
10.1002adfm.201502069.Isotherm5;77;34977.9;1.62791
10.1002adfm.201502069.Isotherm5;77;38309.2;1.62791
10.1002adfm.201502069.Isotherm5;77;43861.3;1.76357
10.1002adfm.201502069.Isotherm5;77;47470.1;1.76357
10.1002adfm.201502069.Isotherm5;77;51356.5;1.76357
10.1002adfm.201502069.Isotherm5;77;53299.7;1.89922
10.1002adfm.201502069.Isotherm5;77;55242.9;1.89922
10.1002adfm.201502069.Isotherm5;77;59129.4;2.03488
10.1002adfm.201502069.Isotherm5;77;64681.4;2.03488
10.1002adfm.201502069.Isotherm5;77;68567.8;2.03488
10.1002adfm.201502069.Isotherm5;77;71066.3;2.3062
10.1002adfm.201502069.Isotherm5;77;76895.9;2.3062
10.1002adfm.201502069.Isotherm5;77;82170.4;2.3062
10.1002adfm.201502069.Isotherm5;77;84946.4;2.44186
10.1002adfm.201502069.Isotherm5;77;88000.1;2.57752
10.1002adfm.201502069.Isotherm5;77;89665.7;2.84884
10.1002adfm.201502069.Isotherm5;77;91053.7;2.9845
10.1002adfm.201502069.Isotherm6;303;0;0
10.1002adfm.201502069.Isotherm6;303;5038.1;0.026616
10.1002adfm.201502069.Isotherm6;303;8160.1;0.069201
10.1002adfm.201502069.Isotherm6;303;10869.9;0.079848
10.1002adfm.201502069.Isotherm6;303;12816.7;0.101141
10.1002adfm.201502069.Isotherm6;303;14373.4;0.11711
10.1002adfm.201502069.Isotherm6;303;16714.9;0.149049
10.1002adfm.201502069.Isotherm6;303;18670.5;0.180989
10.1002adfm.201502069.Isotherm6;303;20222.8;0.191635
10.1002adfm.201502069.Isotherm6;303;22564.3;0.223574
10.1002adfm.201502069.Isotherm6;303;24506.7;0.239544
10.1002adfm.201502069.Isotherm6;303;27611.2;0.260837
10.1002adfm.201502069.Isotherm6;303;29150.2;0.255513
10.1002adfm.201502069.Isotherm6;303;31469.7;0.260837
10.1002adfm.201502069.Isotherm6;303;33021.9;0.271483
10.1002adfm.201502069.Isotherm6;303;34973.2;0.298099
10.1002adfm.201502069.Isotherm6;303;36915.6;0.314068
10.1002adfm.201502069.Isotherm6;303;38853.7;0.324715
10.1002adfm.201502069.Isotherm6;303;41217.2;0.38327
10.1002adfm.201502069.Isotherm6;303;44733.9;0.436502
10.1002adfm.201502069.Isotherm6;303;49017.9;0.484411
10.1002adfm.201502069.Isotherm6;303;50969.2;0.511027
10.1002adfm.201502069.Isotherm6;303;52920.4;0.537643
10.1002adfm.201502069.Isotherm6;303;55656.6;0.580228
10.1002adfm.201502069.Isotherm6;303;57182.4;0.558935
10.1002adfm.201502069.Isotherm6;303;60655.1;0.558935
10.1002adfm.201502069.Isotherm6;303;62983.4;0.574905
10.1002adfm.201502069.Isotherm6;303;64925.8;0.590875
10.1002adfm.201502069.Isotherm6;303;67258.6;0.612167
10.1002adfm.201502069.Isotherm6;303;68819.6;0.63346
10.1002adfm.201502069.Isotherm6;303;71985.6;0.729278
10.1002adfm.201502069.Isotherm6;303;73950.1;0.771863
10.1002adfm.201502069.Isotherm6;303;77458;0.814449
10.1002adfm.201502069.Isotherm6;303;80974.7;0.867681
10.1002adfm.201502069.Isotherm6;303;83307.4;0.888973
10.1002adfm.201502069.Isotherm6;303;85258.6;0.915589
10.1002adfm.201502069.Isotherm6;303;87538.5;0.873004
10.1002adfm.201502069.Isotherm6;303;91405.9;0.88365
10.1002adfm.201502069.Isotherm6;303;92958.1;0.894297
10.1002adfm.201502069.Isotherm6;303;95681;0.920913
